Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_H mosfire_H_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err irac3 irac3_err f125w f125w_err f160w f160w_err Redshift
Q1549-M17 27.1 9999.0 25.98 0.26 25.32 0.15 24.45 0.3 25.07 0.39 24.02 0.17 9999.0 9999.0 24.35 0.28 9999 9999 9999.0 9999.0 9999.0 9999.0 3.22
Q1549-M2 27.14 9999.0 25.93 0.27 25.21 0.15 25.02 0.4 25.0 0.38 24.98 0.4 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.869
Q1549-M21 26.93 9999.0 25.97 0.25 25.28 0.14 24.86 0.36 24.45 0.28 24.42 0.22 9999.0 9999.0 23.21 0.15 9999 9999 9999.0 9999.0 9999.0 9999.0 2.83
Q1549-M22 27.13 9999.0 26.14 0.56 24.96 0.2 24.55 0.43 23.16 0.21 23.48 0.14 9999.0 9999.0 23.04 0.16 9999 9999 9999.0 9999.0 9999.0 9999.0 3.154
Q1549-M23 27.17 9999.0 25.48 0.22 24.82 0.13 24.42 0.31 25.4 0.51 23.83 0.18 9999.0 9999.0 24.02 0.32 9999 9999 25.24 0.05 24.86 0.05 3.411
Q1549-M26 26.82 9999.0 25.27 0.19 24.23 0.1 23.87 0.22 23.41 0.16 23.63 0.16 9999.0 9999.0 23.47 0.44 9999 9999 24.1 0.05 23.89 0.05 2.753
Q1549-M5 26.88 9999.0 25.63 0.25 25.01 0.15 24.39 0.32 24.01 0.25 23.56 0.15 22.98 0.12 23.04 0.3 9999 9999 9999.0 9999.0 9999.0 9999.0 2.933
Q1549-M6 26.81 9999.0 26.13 0.3 25.64 0.2 25.32 0.48 24.82 0.36 24.46 0.24 9999.0 9999.0 9999.0 9999.0 9999 9999 25.41 0.05 24.82 0.05 2.887
Q1549-MD10 24.7 0.23 23.28 0.1 23.03 0.1 22.28 0.1 22.03 0.1 22.14 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.849
Q1549-MD11 26.53 1.05 25.13 0.18 24.78 0.14 24.28 0.31 23.7 0.22 23.64 0.17 9999.0 9999.0 23.66 0.16 9999 9999 9999.0 9999.0 9999.0 9999.0 2.356
Q1549-MD12 26.1 9999.0 24.82 0.14 24.46 0.11 23.94 0.25 24.15 0.26 23.72 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 24.65 0.05 24.25 0.05 2.849
Q1549-MD16 26.51 0.71 25.72 0.21 25.25 0.14 24.56 0.32 24.13 0.24 24.13 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.352
Q1549-MD17 25.4 0.33 23.99 0.1 23.68 0.1 23.23 0.16 22.72 0.12 22.39 0.1 9999.0 9999.0 21.12 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.845
Q1549-MD18 25.94 0.42 25.1 0.12 25.24 0.14 25.11 0.4 25.11 0.33 25.48 0.55 9999.0 9999.0 24.24 0.18 9999 9999 9999.0 9999.0 9999.0 9999.0 2.512
Q1549-MD19 26.61 0.93 25.13 0.15 24.9 0.12 24.81 0.37 24.89 0.37 24.98 0.45 9999.0 9999.0 24.64 0.3 9999 9999 9999.0 9999.0 9999.0 9999.0 2.694
Q1549-MD20 26.11 0.58 24.86 0.12 24.66 0.1 24.39 0.29 23.92 0.22 23.82 0.16 9999.0 9999.0 23.55 0.26 9999 9999 9999.0 9999.0 9999.0 9999.0 2.512
Q1549-MD21 25.96 0.74 24.44 0.12 24.05 0.1 23.28 0.18 22.11 0.1 22.14 0.1 9999.0 9999.0 21.25 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.534
Q1549-MD22 26.95 1.04 25.44 0.16 25.34 0.15 24.55 0.33 24.55 0.31 24.7 0.29 9999.0 9999.0 24.51 0.23 9999 9999 9999.0 9999.0 9999.0 9999.0 2.598
Q1549-MD23 26.29 9999.0 25.01 0.18 24.63 0.13 25.04 0.42 24.81 0.38 24.75 0.47 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.842
Q1549-MD25 25.93 0.64 24.7 0.13 24.43 0.1 23.45 0.2 23.17 0.16 23.36 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.537
Q1549-MD26 26.08 0.59 24.99 0.13 24.73 0.11 24.01 0.25 23.15 0.15 23.46 0.13 9999.0 9999.0 23.08 0.1 9999 9999 23.9 0.05 23.66 0.05 2.07
Q1549-MD28 24.2 0.15 23.29 0.1 23.32 0.1 22.65 0.12 22.13 0.1 22.15 0.1 9999.0 9999.0 21.14 0.1 9999 9999 22.8 0.05 22.53 0.05 2.536
Q1549-MD29 26.01 0.79 24.92 0.18 24.65 0.14 24.0 0.3 23.73 0.25 23.53 0.18 9999.0 9999.0 24.28 0.33 9999 9999 9999.0 9999.0 9999.0 9999.0 2.505
Q1549-MD3 26.68 1.05 24.86 0.13 24.48 0.1 23.61 0.2 22.64 0.12 22.6 0.1 9999.0 9999.0 21.92 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.5
Q1549-MD30 26.73 1.01 25.25 0.16 24.77 0.11 24.54 0.31 24.08 0.23 23.54 0.13 9999.0 9999.0 23.35 0.11 9999 9999 24.38 0.05 23.94 0.05 2.747
Q1549-MD31 26.5 9999.0 25.56 0.23 25.24 0.18 24.23 0.31 23.56 0.21 23.23 0.11 9999.0 9999.0 22.76 0.17 9999 9999 24.09 0.05 23.7 0.05 2.441
Q1549-MD33 26.85 1.04 25.38 0.17 25.17 0.14 24.27 0.29 23.69 0.21 23.63 0.13 9999.0 9999.0 22.91 0.13 9999 9999 24.42 0.05 23.87 0.05 2.489
Q1549-MD34 25.91 9999.0 24.45 0.12 23.86 0.1 23.27 0.18 22.7 0.13 22.81 0.1 9999.0 9999.0 22.19 0.1 9999 9999 23.55 0.05 22.99 0.05 2.851
Q1549-MD35 26.05 1.05 24.26 0.13 23.74 0.1 23.11 0.18 22.37 0.12 22.91 0.13 9999.0 9999.0 23.17 0.32 9999 9999 9999.0 9999.0 9999.0 9999.0 2.511
Q1549-MD36 26.49 0.98 25.22 0.19 25.02 0.16 24.2 0.31 23.93 0.25 23.97 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.511
Q1549-MD37 26.07 0.59 25.0 0.14 24.89 0.13 24.22 0.28 23.49 0.18 23.25 0.11 9999.0 9999.0 23.18 0.39 9999 9999 23.94 0.05 23.6 0.05 2.228
Q1549-MD38 25.65 0.46 24.3 0.1 24.0 0.1 23.87 0.22 23.21 0.15 23.92 0.2 9999.0 9999.0 23.4 0.2 9999 9999 24.14 0.05 23.65 0.05 2.759
Q1549-MD4 26.8 0.96 25.34 0.16 25.05 0.13 24.76 0.34 23.67 0.19 24.21 0.2 9999.0 9999.0 23.67 0.15 9999 9999 24.79 0.05 24.85 0.05 2.538
Q1549-MD5 26.81 9999.0 25.53 0.18 25.04 0.12 25.1 0.39 23.81 0.2 24.31 0.21 9999.0 9999.0 24.61 0.42 9999 9999 25.38 0.05 24.56 0.05 3.143
Q1549-MD6 25.84 0.55 24.51 0.1 24.2 0.1 23.94 0.23 23.46 0.17 23.51 0.14 9999.0 9999.0 23.73 0.19 9999 9999 9999.0 9999.0 9999.0 9999.0 2.735
Q1549-MD7 26.37 9999.0 25.09 0.19 24.71 0.14 25.09 0.49 23.57 0.22 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 25.7 0.05 25.28 0.05 2.852
Q1549-MD9 26.3 9999.0 24.62 0.13 24.09 0.1 23.76 0.22 23.17 0.16 23.63 0.19 9999.0 9999.0 23.01 0.1 9999 9999 24.61 0.05 24.03 0.05 2.845
Q1549-RK102 26.63 9999.0 26.29 0.46 25.23 0.18 22.87 0.16 22.0 0.1 21.67 0.1 9999.0 9999.0 20.51 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.457
Q1549-RK107 26.5 9999.0 25.84 0.35 25.22 0.2 23.44 0.23 22.22 0.12 22.01 0.1 9999.0 9999.0 20.53 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.671
Q1549-RK110 26.07 0.59 25.65 0.24 25.14 0.15 23.17 0.18 22.45 0.11 22.52 0.1 21.65 0.1 21.45 0.1 9999 9999 23.15 0.05 22.81 0.05 1.597
Q1549-RK111 26.41 0.62 25.4 0.17 24.19 0.1 22.52 0.01 21.79 0.01 21.66 0.02 9999.0 9999.0 20.81 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.276
Q1549-RK121 26.59 9999.0 25.83 0.24 25.43 0.17 24.55 0.29 24.1 0.22 23.3 0.1 9999.0 9999.0 22.67 0.15 9999 9999 24.1 0.05 23.61 0.05 2.331
Q1549-RK126 25.54 0.46 24.87 0.15 23.79 0.1 23.14 0.1 22.55 0.1 22.48 0.1 9999.0 9999.0 21.38 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.573
Q1549-xS15 23.18 0.1 21.22 0.1 20.16 0.1 18.75 0.1 18.63 0.1 18.87 0.1 9999.0 9999.0 18.16 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.848
