Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q1603-MD80 25.99 0.35 24.43 0.1 23.83 0.1 23.78 0.17 23.32 0.13 23.14 0.13 9999.0 9999.0 9999.0 9999.0 9999 9999 2.649
Q1603-MD85 25.16 0.15 23.87 0.1 23.66 0.1 23.04 0.1 22.45 0.1 22.05 0.1 9999.0 9999.0 23.48 0.1 9999 9999 2.451
Q1603-MD9 26.61 0.4 24.79 0.1 24.42 0.1 23.43 0.1 23.03 0.1 22.04 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 2.542
Q1603-Q1603 17.3 0.1 18.52 0.1 17.38 0.1 15.54 0.1 15.55 0.1 15.42 0.0 9999.0 9999.0 15.68 0.1 9999 9999 2.542
Q1603-RK105 25.4 0.23 24.61 0.11 23.67 0.1 21.35 0.1 20.58 0.1 19.88 0.1 9999.0 9999.0 21.26 0.1 9999 9999 1.438
Q1603-RK112 26.13 0.31 25.66 0.18 25.02 0.1 22.99 0.1 22.29 0.1 21.41 0.1 9999.0 9999.0 22.96 0.1 9999 9999 1.534
Q1603-RK113 26.33 0.5 24.93 0.13 24.15 0.1 22.78 0.1 21.64 0.1 20.71 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.437
Q1603-RK119 25.58 0.19 24.87 0.1 24.39 0.1 23.0 0.1 22.33 0.1 21.48 0.1 9999.0 9999.0 23.15 0.1 9999 9999 1.597
Q1603-RK125 26.06 0.22 25.49 0.15 25.11 0.1 24.36 0.17 23.36 0.1 22.17 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.702
Q1603-fBX106 27.26 0.46 26.38 0.21 26.18 0.1 24.71 0.17 24.93 0.24 23.9 0.19 9999.0 9999.0 25.0 0.1 9999 9999 2.231
Q1603-fBX131 27.03 0.35 26.39 0.23 26.39 0.12 27.81 9999.0 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 25.58 0.1 9999 9999 1.598
Q1603-fBX136 27.67 0.66 26.79 0.26 26.69 0.12 26.25 0.73 25.9 0.6 31.0 9999.0 9999.0 9999.0 26.13 0.1 9999 9999 1.51
Q1603-fBX173 27.0 0.46 25.65 0.13 25.41 0.1 24.53 0.2 23.93 0.13 24.6 0.4 9999.0 9999.0 9999.0 9999.0 9999 9999 2.437
Q1603-fBX205 26.67 0.33 25.77 0.18 25.59 0.1 25.31 0.39 24.27 0.17 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.281
Q1603-fBX262 26.25 0.23 25.64 0.15 25.61 0.1 26.96 9999.0 26.87 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.329
Q1603-fBX274 26.86 0.35 25.83 0.17 25.72 0.1 26.18 0.78 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.274
Q1603-fBX285 27.15 0.54 25.94 0.18 25.46 0.1 24.53 0.2 24.25 0.17 23.73 0.17 9999.0 9999.0 24.3 0.1 9999 9999 1.957
Q1603-fBX294 26.34 0.26 25.84 0.18 25.82 0.1 24.82 0.24 25.17 0.37 24.76 0.35 9999.0 9999.0 25.3 0.1 9999 9999 2.523
Q1603-fBX295 26.34 0.25 25.94 0.15 25.76 0.1 24.68 0.21 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 25.15 0.1 9999 9999 2.121
Q1603-fBX306 26.66 0.38 25.79 0.18 25.56 0.1 26.08 0.84 25.47 0.54 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.539
Q1603-fBX54 27.45 0.7 25.97 0.2 25.54 0.1 26.32 9999.0 25.09 0.37 24.44 0.33 9999.0 9999.0 9999.0 9999.0 9999 9999 2.478
Q1603-fBX89 26.35 0.21 26.17 0.17 26.18 0.1 25.32 0.31 24.26 0.13 9999.0 9999.0 9999.0 9999.0 24.67 0.1 9999 9999 1.585
